Type,From,To,Crypto,USD,Txn,ID
Bid,0xfa1c0-…,NA,4.85,917,2020-02-03,8426
Bid Withdrawn,0x3dde27,NA,1.5,248,2020-01-15,8426
Bid,0x3dde27,NA,1.5,207,2020-01-05,8426
Bid,0x717403,NA,0.3,80,2017-07-06,8426
Bid,0x6611fe,NA,0.3,80,2017-07-06,8426
Bid,0x717403,NA,0.05,14,2017-06-25,8426
Claimed,,13401139,NA,NA,2017-06-23,8426
(Wrap),0xf7dc63,WrappedC…,NA,NA,2020-12-22,8427
Transfer,0x3782c5,0xf7dc63,NA,NA,2020-12-22,8427
Sold,0x19ac60,0x3782c5,6,3772,2020-12-22,8427
Offered,,,6,2255,2020-10-11,8427
Transfer,Wilcox,0x19ac60,NA,NA,2020-10-11,8427
Transfer,0x00d7c9,Wilcox,NA,NA,2019-09-28,8427
Offered,,,0.5,134,2019-07-13,8427
Claimed,,0x00d7c9,NA,NA,2017-06-23,8427
Claimed,NA,7293485,NA,NA,2017-06-23,8428
Bid,13092537,NA,0.01,0.01,2020-12-15,8429
Transfer,15978259,13978758,NA,NA,2020-02-17,8429
Sold,1949179,15978259,0.35,38,2019-01-30,8429
Offered,NA,NA,0.35,151,2018-07-13,8429
Sold,2299655,1949179,0.1,56,2018-03-20,8429
Offered,NA,NA,0.1,61,2018-03-15,8429
Claimed,NA,2299655,NA,NA,2017-06-23,8429
Offered,,NA,15,3406,2020-06-20,8430
Bid Withdrawn,0xf0f068…,NA,0.7,162,2020-06-19,8430
Bid,0xf0f068…,NA,0.7,159,2020-06-19,8430
Claimed,,11976269,NA,NA,2017-06-23,8430
Transfer,GoWest23,EliteCat…,NA,NA,2020-10-04,8431
(Unwrap),WrappedC…,GoWest23,NA,NA,2020-10-04,8431
(Wrap),0xa18fd5,WrappedC…,NA,NA,2020-09-28,8431
Transfer,GoWest23,0xa18fd5,NA,NA,2020-09-28,8431
Offer Withdrawn,,,NA,NA,2020-09-28,8431
Offer Withdrawn,,,NA,NA,2020-09-28,8431
Offered,,,9.5,3513,2020-09-16,8431
Sold,jmg,GoWest23,0.8500000000000001,209,2019-05-23,8431
Offered,,,0.8500000000000001,222,2019-05-19,8431
Offered,,,1.75,307,2019-04-07,8431
Sold,0x00d7c9,jmg,0.7,116,2019-04-06,8431
Bid,jmg,,0.7,116,2019-04-06,8431
Bid Withdrawn,jmg,,0.06,7,2019-01-27,8431
Bid,jmg,,0.06,31,2018-06-18,8431
Claimed,,0x00d7c9,NA,NA,2017-06-23,8431
Bid,0xbfa319,,0.6799999999999999,281,2020-10-24,8432
Bid Withdrawn,Michel_M…,,7,2726,2020-10-12,8432
Bid,Michel_M…,,7,2615,2020-10-11,8432
Bid Withdrawn,Michel_M…,,6.5,2343,2020-10-09,8432
Bid,Michel_M…,,6.5,2289,2020-10-04,8432
Offer Withdrawn,,,NA,NA,2018-10-09,8432
Offered,,,0.45,120,2017-07-06,8432
Sold,0x5b098b,0x0a4eaf…,0,3,2017-07-03,8432
Offered,,0x0a4eaf…,0,3,2017-07-03,8432
Sold,0x515a82,0x5b098b,0.1,29,2017-06-29,8432
Offered,,,0.1,29,2017-06-29,8432
Claimed,,0x515a82,NA,NA,2017-06-23,8432
Sold,16349963,7074668,0.2,37,2018-09-11,8433
Offered,NA,NA,0.2,151,2018-01-01,8433
Sold,55241,16349963,0.1,76,2018-01-01,8433
Offered,NA,NA,0.1,74,2017-12-29,8433
Offer Withdrawn,NA,NA,NA,NA,2017-07-11,8433
Offered,NA,NA,0.4,95,2017-07-09,8433
Claimed,NA,55241,NA,NA,2017-06-23,8433
Bid Withdrawn,0xe0e393,,0.71,119,2020-01-22,8434
Bid,0xe0e393,,0.71,122,2020-01-17,8434
Sold,0x000c1c…,josie,0.5,61,2019-12-17,8434
Bid Withdrawn,antunes_…,,0.4,76,2019-11-06,8434
Bid,antunes_…,,0.4,64,2019-10-24,8434
Bid,jmg,,0.38,67,2019-10-20,8434
Offered,,,0.5,88,2019-10-20,8434
Transfer,0x887caa,0x000c1c…,NA,NA,2017-10-02,8434
Bid Withdrawn,0x717403,,0.05,14,2017-06-30,8434
Bid,0x717403,,0.05,13,2017-06-26,8434
Claimed,,0x887caa,NA,NA,2017-06-23,8434
Transfer,48543,13275108,NA,NA,2018-03-08,8435
Claimed,NA,48543,NA,NA,2017-06-23,8435
Sold,NeonNFT,lazyjack,4.25,1485,2020-10-09,8436
Offered,,,4.25,1491,2020-10-08,8436
(Unwrap),WrappedC…,NeonNFT,NA,NA,2020-10-08,8436
Sold,Party,NeonNFT,4.25,1491,2020-10-08,8436
(Wrap),0x6565ae,WrappedC…,NA,NA,2020-10-08,8436
Transfer,Party,0x6565ae,NA,NA,2020-10-08,8436
Offered,,,4.5,1579,2020-10-08,8436
(Unwrap),WrappedC…,Party,NA,NA,2020-10-08,8436
Sold,Lmao,Party,3.52,1236,2020-10-08,8436
(Wrap),0x169aa4,WrappedC…,NA,NA,2020-10-08,8436
Transfer,Lmao,0x169aa4,NA,NA,2020-10-08,8436
Offer Withdrawn,,,NA,NA,2020-10-08,8436
Offered,,,6,2048,2020-10-07,8436
Offered,,,10,3515,2020-10-05,8436
(Unwrap),WrappedC…,Lmao,NA,NA,2020-10-05,8436
Sold,223332,Lmao,5.8,2110,2020-09-28,8436
Sold,0x5e7ee9,223332,4,1431,2020-09-28,8436
Sold,0xf4239e,0x5e7ee9,3.75,1290,2020-09-25,8436
Sold,0xe4c479,0xf4239e,3.5,1210,2020-09-24,8436
Sold,Hemba,0xe4c479,3.25,1236,2020-09-20,8436
(Wrap),0x193847,WrappedC…,NA,NA,2020-09-16,8436
Transfer,Hemba,0x193847,NA,NA,2020-09-16,8436
Offer Withdrawn,,,NA,NA,2020-09-14,8436
Offered,,,1.6600000000000001,366,2020-05-29,8436
Claimed,,Hemba,NA,NA,2017-06-23,8436
Bid,13092537,NA,0.01,0.01,2020-12-15,8437
Sold,8533182,9797400,0.1,38,2018-04-07,8437
Offered,NA,NA,0.1,38,2018-04-05,8437
Offered,NA,NA,0.13,50,2018-04-05,8437
Offer Withdrawn,NA,NA,NA,NA,2018-04-03,8437
Offered,NA,NA,0.15000000000000002,57,2018-04-01,8437
Offered,NA,NA,0.2,107,2018-03-18,8437
Offered,NA,NA,1,1359,2018-01-14,8437
Offer Withdrawn,NA,NA,NA,NA,2017-12-23,8437
Offered,NA,NA,0.3,205,2017-12-15,8437
Offered,NA,NA,1,436,2017-12-10,8437
Claimed,NA,8533182,NA,NA,2017-06-23,8437
Transfer,0xe5e771,0x422fac,NA,NA,2020-09-30,8438
Sold,0xe4c479,0xe5e771,3.5,1228,2020-09-26,8438
Offered,,,3.5,1211,2020-09-24,8438
(Unwrap),WrappedC…,0xe4c479,NA,NA,2020-09-24,8438
Sold,Hemba,0xe4c479,3.25,1236,2020-09-20,8438
(Wrap),0x193847,WrappedC…,NA,NA,2020-09-16,8438
Transfer,Hemba,0x193847,NA,NA,2020-09-16,8438
Claimed,,Hemba,NA,NA,2017-06-23,8438
Claimed,NA,13358210,NA,NA,2017-06-23,8439
Bid Withdrawn,Cryptokk…,NA,0.1,14,2020-01-09,8440
Bid,Cryptokk…,NA,0.1,13,2020-01-02,8440
Transfer,0x00bd9f,13275108,NA,NA,2018-03-08,8440
Claimed,,48543,NA,NA,2017-06-23,8440
Claimed,NA,2126677,NA,NA,2017-06-23,8441
Bid Withdrawn,4942146,,0.6,137,2020-07-02,8442
Sold,11976269,Kataster…,0.7899999999999999,181,2020-06-26,8442
Bid,4942146,,0.6,138,2020-06-26,8442
Offered,NA,,0.7899999999999999,183,2020-06-26,8442
Offer Withdrawn,NA,,NA,NA,2020-06-26,8442
Offer Withdrawn,NA,,NA,NA,2020-06-26,8442
Offered,NA,,0.9,207,2020-06-25,8442
Offer Withdrawn,NA,,NA,NA,2020-06-25,8442
Offered,NA,,15,3413,2020-06-20,8442
Offer Withdrawn,NA,,NA,NA,2020-06-20,8442
Offered,NA,,4.9,1111,2020-06-20,8442
Claimed,NA,0xb6be4d,NA,NA,2017-06-23,8442
Claimed,NA,sov,NA,NA,2017-06-23,8443
Sold,Carlini8,0x568cf5,5.8,2076,2020-09-29,8444
Sold,GoWest23,Carlini8,5.55,1969,2020-09-29,8444
(Wrap),0xa18fd5,WrappedC…,NA,NA,2020-09-28,8444
Transfer,GoWest23,0xa18fd5,NA,NA,2020-09-28,8444
Sold,0xe45df5,GoWest23,0.5,67,2020-01-04,8444
Offered,,,0.5,140,2017-06-25,8444
Claimed,,0xe45df5,NA,NA,2017-06-23,8444
Bid Withdrawn,Chromasi…,NA,0.15000000000000002,93,2020-12-26,8445
Bid,Chromasi…,NA,0.15000000000000002,61,2020-10-27,8445
Bid,0xf97b0b,NA,0.1,76,2018-01-01,8445
Bid,0x717403,NA,0.05,14,2017-06-25,8445
Claimed,,16490857,NA,NA,2017-06-23,8445
Claimed,NA,7293485,NA,NA,2017-06-23,8446
Bid Withdrawn,7435267,NA,0.05,14,2017-06-25,8447
Bid,7435267,NA,0.05,14,2017-06-25,8447
Claimed,NA,7293485,NA,NA,2017-06-23,8447
Claimed,NA,7293485,NA,NA,2017-06-23,8448
Claimed,NA,7293485,NA,NA,2017-06-23,8449
Bid,6689278,NA,0.06,17,2017-07-02,8450
Claimed,NA,7293485,NA,NA,2017-06-23,8450
Claimed,NA,7293485,NA,NA,2017-06-23,8451
Bid Withdrawn,7823584,NA,0.05,14,2017-07-04,8452
Bid,7823584,NA,0.05,14,2017-07-02,8452
Claimed,NA,7293485,NA,NA,2017-06-23,8452
Claimed,NA,6689278,NA,NA,2017-06-23,8453
Claimed,NA,6689278,NA,NA,2017-06-23,8454
Sold,0x8d3eea,Slider92,1.9,780,2020-09-03,8455
Bid,Slider92,,1.9,785,2020-09-03,8455
Bid Withdrawn,jmg,,0.06,7,2019-01-27,8455
Sold,Hemba,0x8d3eea,0.13,49,2018-04-04,8455
Offered,,,0.13,50,2018-04-02,8455
Bid,jmg,,0.06,61,2018-01-17,8455
Claimed,,Hemba,NA,NA,2017-06-23,8455
Sold,Hemba,CryptoIn…,1.5,302,2020-05-22,8456
Bid,CryptoIn…,,1,202,2020-05-22,8456
Offered,,,1.5,382,2020-02-12,8456
Claimed,,Hemba,NA,NA,2017-06-23,8456
Sold,0xe4c479,0x033ee7,2.9,1031,2020-09-26,8457
Offered,,,2.9,1023,2020-09-26,8457
(Unwrap),WrappedC…,0xe4c479,NA,NA,2020-09-26,8457
(Wrap),0xd306a0,WrappedC…,NA,NA,2020-09-26,8457
Transfer,0xe4c479,0xd306a0,NA,NA,2020-09-26,8457
Offered,,,3.5,1211,2020-09-24,8457
(Unwrap),WrappedC…,0xe4c479,NA,NA,2020-09-24,8457
Sold,Hemba,0xe4c479,2.5,951,2020-09-20,8457
(Wrap),0x193847,WrappedC…,NA,NA,2020-09-16,8457
Transfer,Hemba,0x193847,NA,NA,2020-09-16,8457
Claimed,,Hemba,NA,NA,2017-06-23,8457
Bid,0xbfa319,,1.1800000000000002,487,2020-10-24,8458
Bid Withdrawn,0x9b35db,,3,1076,2020-09-14,8458
Bid,0x9b35db,,3,1015,2020-09-09,8458
Sold,jmg,0x0a4eaf…,0.19,47,2018-09-21,8458
Bid Withdrawn,Pixls,,0.12000000000000001,33,2018-08-26,8458
Bid,Pixls,,0.12000000000000001,38,2018-08-12,8458
Offered,,,0.19,60,2018-08-12,8458
Sold,Hemba,jmg,0.06,47,2018-05-06,8458
Bid,jmg,,0.06,49,2018-05-05,8458
Claimed,,Hemba,NA,NA,2017-06-23,8458
Bid,7823584,NA,0.05,14,2017-07-02,8459
Claimed,NA,7293485,NA,NA,2017-06-23,8459
Claimed,NA,7293485,NA,NA,2017-06-23,8460
Bid,7823584,NA,0.2,55,2017-07-03,8461
Bid,6689278,NA,0.2,55,2017-07-03,8461
Bid,7435267,NA,0.05,13,2017-06-26,8461
Claimed,NA,7293485,NA,NA,2017-06-23,8461
Claimed,NA,7293485,NA,NA,2017-06-23,8462
Claimed,NA,7293485,NA,NA,2017-06-23,8463
Bid Withdrawn,raregonz…,NA,0.2,40,2018-11-01,8464
Bid,raregonz…,NA,0.2,39,2018-10-12,8464
Claimed,,4774681,NA,NA,2017-06-23,8464
Bid Withdrawn,natealex,,2,268,2020-01-04,8465
Bid,natealex,,2,268,2020-01-04,8465
Transfer,0x7e5280,0x0601d0,NA,NA,2019-06-05,8465
Offered,,,3.25,636,2019-05-13,8465
Bid Withdrawn,GoWest23,,2.1,354,2019-05-07,8465
Bid,GoWest23,,2.1,365,2019-05-06,8465
Offered,,,3.5,573,2019-05-04,8465
Offered,,,4,688,2019-04-22,8465
Sold,Hemba,0x7e5280,0.27,127,2017-11-26,8465
Offered,,,0.27,127,2017-11-26,8465
Offered,,,6,1143,2017-07-11,8465
Bid,0x7760e0,,0.1,28,2017-07-02,8465
Bid,0x6611fe,,0.1,28,2017-07-02,8465
Transfer,0x45055c,Hemba,NA,NA,2017-06-28,8465
Bid,0x717403,,0.05,14,2017-06-25,8465
Claimed,,0x45055c,NA,NA,2017-06-23,8465
Transfer,55241,Wilcox,NA,NA,2019-09-17,8466
Offered,NA,,0.5,138,2019-07-12,8466
Claimed,NA,0x00d7c9,NA,NA,2017-06-23,8466
Transfer,48543,13275108,NA,NA,2018-03-08,8467
Claimed,NA,48543,NA,NA,2017-06-23,8467
Transfer,48543,13275108,NA,NA,2018-03-08,8468
Claimed,NA,48543,NA,NA,2017-06-23,8468
Transfer,48543,13275108,NA,NA,2018-03-08,8469
Bid,7435267,NA,0.05,14,2017-06-25,8469
Claimed,NA,48543,NA,NA,2017-06-23,8469
Claimed,NA,4774681,NA,NA,2017-06-23,8470
Claimed,NA,59878,NA,NA,2017-06-23,8471
Bid Withdrawn,TokenAng…,,12,2395,2020-05-26,8472
Bid,TokenAng…,,12,2450,2020-05-25,8472
Bid Withdrawn,TokenAng…,,10,2042,2020-05-25,8472
Bid,TokenAng…,,10,2000,2020-05-22,8472
Bid Withdrawn,TokenAng…,,7,1400,2020-05-22,8472
Bid,TokenAng…,,7,1401,2020-05-21,8472
Bid Withdrawn,TokenAng…,,5,709,2020-01-07,8472
Bid,TokenAng…,,5,695,2020-01-06,8472
Transfer,0x5462de,Snowfro,NA,NA,2019-04-29,8472
Bid Withdrawn,0x717403,,0.05,14,2017-06-25,8472
Bid,0x717403,,0.05,14,2017-06-25,8472
Claimed,,0x5462de,NA,NA,2017-06-23,8472
Transfer,48543,13275108,NA,NA,2018-03-08,8473
Claimed,NA,48543,NA,NA,2017-06-23,8473
Claimed,NA,12743405,NA,NA,2017-06-23,8474
Transfer,4657325,6576776,NA,NA,2020-10-20,8475
Sold,55241,4657325,0.05,26,2018-05-28,8475
Offered,NA,NA,0.05,29,2018-05-26,8475
Offered,NA,NA,0.1,74,2017-12-29,8475
Offer Withdrawn,NA,NA,NA,NA,2017-07-25,8475
Offered,NA,NA,0.3,68,2017-07-24,8475
Offer Withdrawn,NA,NA,NA,NA,2017-07-11,8475
Offered,NA,NA,0.4,95,2017-07-09,8475
Claimed,NA,55241,NA,NA,2017-06-23,8475
(Unwrap),WrappedC…,gaus,NA,NA,2020-09-28,8476
Sold,0x5e7ee9,gaus,2.7,942,2020-09-25,8476
Sold,0x86126b,0x5e7ee9,2.2,761,2020-09-24,8476
Sold,Hemba,0x86126b,1.8,667,2020-09-20,8476
(Wrap),0x193847,WrappedC…,NA,NA,2020-09-16,8476
Transfer,Hemba,0x193847,NA,NA,2020-09-16,8476
Claimed,,Hemba,NA,NA,2017-06-23,8476
Sold,Cyborg,0x7a341c,0.2,57,2017-07-02,8477
Bid,0x7760e0,,0.04,11,2017-06-30,8477
Offered,,,0.2,59,2017-06-29,8477
Claimed,,Cyborg,NA,NA,2017-06-23,8477
Claimed,NA,12743405,NA,NA,2017-06-23,8478
Bid Withdrawn,7478,NA,0.12000000000000001,20,2020-01-21,8479
Bid,7478,NA,0.12000000000000001,20,2020-01-19,8479
Claimed,NA,12734295,NA,NA,2017-06-23,8479
Claimed,NA,6689278,NA,NA,2017-06-23,8480
Claimed,NA,6689278,NA,NA,2017-06-23,8481
Offer Withdrawn,NA,NA,NA,NA,2017-07-08,8482
Offered,NA,NA,0.55,146,2017-07-06,8482
Claimed,NA,6689278,NA,NA,2017-06-23,8482
Transfer,55241,Wilcox,NA,NA,2019-09-16,8483
Offered,NA,ark1,0.25,47,2019-09-15,8483
Offered,NA,,1,269,2019-07-11,8483
Claimed,NA,0x00d7c9,NA,NA,2017-06-23,8483
Claimed,NA,ddaavvee,NA,NA,2017-06-23,8484
Transfer,GoWest23,EliteCat…,NA,NA,2020-10-04,8485
(Unwrap),WrappedC…,GoWest23,NA,NA,2020-10-04,8485
(Wrap),0xa18fd5,WrappedC…,NA,NA,2020-09-28,8485
Transfer,GoWest23,0xa18fd5,NA,NA,2020-09-28,8485
Offer Withdrawn,,,NA,NA,2020-09-28,8485
Offer Withdrawn,,,NA,NA,2020-09-28,8485
Offered,,,10.25,3553,2020-09-24,8485
Offer Withdrawn,,,NA,NA,2020-09-14,8485
Offered,,,6.49,2402,2020-09-11,8485
Bid Withdrawn,jmg,,0.35,67,2019-05-11,8485
Sold,0x000c1c…,GoWest23,0.5,87,2019-05-06,8485
Bid,jmg,,0.35,57,2019-05-04,8485
Offered,,,0.5,82,2019-05-04,8485
Transfer,0x887caa,0x000c1c…,NA,NA,2017-10-02,8485
Claimed,,0x887caa,NA,NA,2017-06-23,8485
Transfer,8278656,393680,NA,NA,2019-06-05,8486
Transfer,13794879,8278656,NA,NA,2017-10-04,8486
Offered,NA,NA,3,691,2017-07-22,8486
Offered,NA,NA,2.5,486,2017-07-19,8486
Offered,NA,NA,3.5,544,2017-07-16,8486
Transfer,16745492,13794879,NA,NA,2017-07-16,8486
Bid Withdrawn,7435267,NA,0.05,14,2017-06-25,8486
Bid,7435267,NA,0.05,14,2017-06-25,8486
Claimed,NA,16745492,NA,NA,2017-06-23,8486
Sold,55241,PB,0.7,122,2019-04-20,8487
Offered,NA,,0.7,116,2019-04-06,8487
Claimed,NA,0x00d7c9,NA,NA,2017-06-23,8487
Sold,0x8f3546,0xd71a41,3.5,1939,2020-11-22,8488
Bid Withdrawn,Gilzar,,3,1607,2020-11-21,8488
Bid,Gilzar,,3,1460,2020-11-20,8488
Bid,0x9224bb,,2.7,1293,2020-11-18,8488
Bid Withdrawn,RayoVac,,2,894,2020-11-15,8488
Bid,RayoVac,,2,913,2020-11-15,8488
Bid Withdrawn,RayoVac,,2,915,2020-11-15,8488
Bid,RayoVac,,2,920,2020-11-15,8488
Offered,,,3.5,1615,2020-11-14,8488
Sold,0xcEd199…,0x8f3546,0.27,31,2018-12-20,8488
Offered,,,0.27,24,2018-12-06,8488
Offered,,,0.35,165,2017-11-26,8488
Sold,0xc00c2b,0xcEd199…,0.32,65,2017-07-26,8488
Offered,,,0.32,65,2017-07-26,8488
Claimed,,0xc00c2b,NA,NA,2017-06-23,8488
Bid Withdrawn,14784994,NA,0.02,16,2018-02-06,8489
Bid,14784994,NA,0.02,21,2018-01-30,8489
Claimed,NA,1700403,NA,NA,2017-06-23,8489
(Wrap),0x692885,WrappedC…,NA,NA,2020-12-22,8490
Transfer,0x11c9a7,0x692885,NA,NA,2020-12-22,8490
Sold,6373D,0x11c9a7,3.15,1878,2020-12-05,8490
Offered,,,3.15,1906,2020-11-24,8490
Sold,Loopify,6373D,2.4,1452,2020-11-24,8490
Bid,6373D,,2.4,1469,2020-11-24,8490
Bid,tencent,,2,1219,2020-11-24,8490
Offered,,,2.9,1771,2020-11-24,8490
(Unwrap),WrappedC…,Loopify,NA,NA,2020-11-24,8490
Sold,redlione…,Loopify,4.89,1722,2020-10-06,8490
(Wrap),0x53eb62,WrappedC…,NA,NA,2020-10-03,8490
Transfer,redlione…,0x53eb62,NA,NA,2020-10-03,8490
Transfer,Myph-Spa…,redlione…,NA,NA,2020-10-03,8490
Transfer,redlione…,Myph-Spa…,NA,NA,2020-10-03,8490
Transfer,OnlyToas…,redlione…,NA,NA,2020-10-03,8490
Transfer,redlione…,OnlyToas…,NA,NA,2020-10-03,8490
Sold,0xb6be4d,redlione…,5.49,1925,2020-10-03,8490
Bid Withdrawn,parttty6,,4.8,1663,2020-10-03,8490
Offered,,,5.49,1906,2020-10-03,8490
Bid,parttty6,,4.8,1666,2020-10-03,8490
Offered,,,5.25,1822,2020-10-03,8490
Offered,,,4.89,1697,2020-10-03,8490
Offered,,,15,3406,2020-06-20,8490
Claimed,,0xb6be4d,NA,NA,2017-06-23,8490
Claimed,NA,1700403,NA,NA,2017-06-23,8491
Claimed,NA,52816,NA,NA,2017-06-23,8492
Bid Withdrawn,Pranksy,NA,3,585,2020-04-28,8493
Bid,Pranksy,NA,3,587,2020-04-28,8493
Bid Withdrawn,Roses,NA,0.6599999999999999,179,2019-05-27,8493
Bid,Roses,NA,0.6599999999999999,179,2019-05-27,8493
Bid,0x6611fe,NA,0.37,98,2017-07-06,8493
Claimed,,3581372,NA,NA,2017-06-23,8493
Sold,11976269,qiwave,0.7899999999999999,178,2020-06-28,8494
Offered,NA,,0.7899999999999999,178,2020-06-27,8494
Offered,NA,,0.89,205,2020-06-26,8494
Offered,NA,,15,3406,2020-06-20,8494
Claimed,NA,0xb6be4d,NA,NA,2017-06-23,8494
Sold,Pranksy,moderats,2.5,933,2020-09-14,8495
(Wrap),0x776758,WrappedC…,NA,NA,2020-09-14,8495
Transfer,Pranksy,0x776758,NA,NA,2020-09-14,8495
Sold,CPyrc,Pranksy,1.8900000000000001,712,2020-09-14,8495
Offered,,,1.8900000000000001,717,2020-09-13,8495
Sold,0x20e386,CPyrc,1.2,465,2020-09-13,8495
Offered,,,1.2,465,2020-09-13,8495
Claimed,,0x20e386,NA,NA,2017-06-23,8495
Claimed,NA,6689278,NA,NA,2017-06-23,8496
Claimed,NA,13358210,NA,NA,2017-06-23,8497
Offer Withdrawn,,,NA,NA,2020-09-29,8498
Bid Withdrawn,Pranksy,,150,53223,2020-09-27,8498
Bid,Pranksy,,150,53223,2020-09-27,8498
Offered,,,350,131614,2020-09-14,8498
Bid Withdrawn,TokenAng…,,30,6001,2020-05-22,8498
Offered,,,250,49895,2020-05-22,8498
Bid,TokenAng…,,30,6003,2020-05-21,8498
Bid Withdrawn,EliteCat…,,27.6,4711,2020-01-17,8498
Bid,EliteCat…,,27.6,4621,2020-01-17,8498
Bid Withdrawn,GoWest23,,16,2604,2020-01-15,8498
Bid,GoWest23,,16,2610,2020-01-14,8498
Bid Withdrawn,natealex,,8,1135,2020-01-07,8498
Bid,natealex,,8,1054,2020-01-03,8498
Transfer,0x5462de,Snowfro,NA,NA,2019-04-29,8498
Bid Withdrawn,0x976b59,,7.5,1662,2018-09-28,8498
Bid,0x976b59,,7.5,1718,2018-09-27,8498
Transfer,snowfro,0x5462de,NA,NA,2018-01-15,8498
Sold,jmg,snowfro,3.9899999999999998,5424,2018-01-14,8498
Offered,,,3.9899999999999998,5424,2018-01-14,8498
Offered,,,15,20775,2018-01-13,8498
Offered,,,5.75,6533,2018-01-08,8498
Offered,,,5.95,6760,2018-01-08,8498
Offered,,,9.75,9812,2018-01-06,8498
Offered,,,15,11343,2018-01-01,8498
Transfer,0x00bd3a,jmg,NA,NA,2017-12-29,8498
Offer Withdrawn,,,NA,NA,2017-07-31,8498
Offered,,,7.89,1801,2017-07-23,8498
Offered,,,6.99,1359,2017-07-19,8498
Offered,,,8.69,1689,2017-07-19,8498
Offer Withdrawn,,,NA,NA,2017-07-16,8498
Offered,,,7.29,1437,2017-07-14,8498
Offered,,,7.59,1559,2017-07-13,8498
Offered,,,7.89,1769,2017-07-12,8498
Sold,test123.…,0x00bd3a,5,953,2017-07-11,8498
Offered,,,5,953,2017-07-11,8498
Bid,0x7760e0,,0.05,16,2017-06-28,8498
Claimed,,test123.…,NA,NA,2017-06-23,8498
Bid Withdrawn,7435267,NA,0.05,14,2017-06-30,8499
Bid,7435267,NA,0.05,14,2017-06-25,8499
Claimed,NA,2553668,NA,NA,2017-06-23,8499
Transfer,6518066,5335180,NA,NA,2019-06-01,8500
Transfer,5772875,6518066,NA,NA,2019-05-10,8500
Claimed,NA,5772875,NA,NA,2017-06-23,8500
Transfer,55241,Wilcox,NA,NA,2019-09-16,8501
Offered,NA,,0.5,138,2019-07-12,8501
Claimed,NA,0x00d7c9,NA,NA,2017-06-23,8501
Claimed,NA,2553668,NA,NA,2017-06-23,8502
Sold,1742511,Lumberg,1.3900000000000001,287,2020-05-27,8503
Offered,NA,,1.3900000000000001,236,2020-04-17,8503
Transfer,14966261,0x1a96af,NA,NA,2020-04-17,8503
Offered,NA,,0.69,193,2017-06-25,8503
Claimed,NA,0xe45df5,NA,NA,2017-06-23,8503
Claimed,NA,14233651,NA,NA,2017-06-23,8504
Claimed,NA,4774681,NA,NA,2017-06-23,8505
Transfer,48543,13275108,NA,NA,2018-03-08,8506
Bid Withdrawn,7435267,NA,0.05,15,2017-06-29,8506
Bid,7435267,NA,0.05,14,2017-06-25,8506
Claimed,NA,48543,NA,NA,2017-06-23,8506
Sold,13358210,7435267,0.05,14,2017-06-27,8507
Bid,7435267,NA,0.05,13,2017-06-26,8507
Claimed,NA,13358210,NA,NA,2017-06-23,8507
Sold,parttty6,chifoomi,5.2,1835,2020-10-05,8508
Offered,,,5.2,1836,2020-10-05,8508
(Unwrap),WrappedC…,parttty6,NA,NA,2020-10-05,8508
(Wrap),0xf46227,WrappedC…,NA,NA,2020-10-05,8508
Transfer,parttty6,0xf46227,NA,NA,2020-10-05,8508
Sold,itsfine,parttty6,4.9,1730,2020-10-05,8508
Offered,,,4.9,1730,2020-10-05,8508
Sold,MrNFT,itsfine,2.98,1052,2020-09-26,8508
Bid Withdrawn,0x9ce03d,,2,701,2020-09-25,8508
Bid,0x9ce03d,,2,701,2020-09-25,8508
Offered,,,2.98,1029,2020-09-25,8508
(Unwrap),WrappedC…,MrNFT,NA,NA,2020-09-25,8508
Sold,Pranksy,MrNFT,2.75,948,2020-09-25,8508
Sold,0x5aaeb9,Pranksy,2.29,792,2020-09-24,8508
Sold,redlione…,0x5aaeb9,2.19,757,2020-09-24,8508
Sold,0x9ce03d,redlione…,2.1,725,2020-09-24,8508
Sold,0xe754d1,0x9ce03d,2,678,2020-09-23,8508
Sold,OnlyToas…,0xe754d1,1.6,610,2020-09-17,8508
Sold,natealex,OnlyToas…,1.85,671,2020-09-16,8508
(Wrap),0xb028ed,WrappedC…,NA,NA,2020-09-14,8508
Transfer,natealex,0xb028ed,NA,NA,2020-09-14,8508
Sold,Hemba,natealex,1.2,437,2020-09-11,8508
Offered,,,1.2,426,2020-08-01,8508
Claimed,,Hemba,NA,NA,2017-06-23,8508
Sold,0xe96c3e,0xc352b5,0.8500000000000001,192,2020-02-08,8509
Offered,,,0.8500000000000001,192,2020-02-08,8509
Transfer,el,0xe96c3e,NA,NA,2019-10-17,8509
Offered,,,0.58,179,2019-06-22,8509
Sold,0xc24f57,el,0.22,60,2018-08-26,8509
Offered,,,0.22,153,2018-02-05,8509
Offered,,,0.29000000000000004,97,2017-10-16,8509
Offered,,,0.45,145,2017-08-21,8509
Offered,,,1,206,2017-07-29,8509
Claimed,,0xc24f57,NA,NA,2017-06-23,8509
Transfer,48543,13275108,NA,NA,2018-03-08,8510
Claimed,NA,48543,NA,NA,2017-06-23,8510
Sold,j1mmy,VonMises,2.75,520,2020-04-23,8511
Bid,VonMises,,2.75,520,2020-04-23,8511
Bid Withdrawn,MrTpunks,,2.5,425,2020-01-17,8511
Offered,,,3.5,569,2020-01-16,8511
Bid,MrTpunks,,2.5,402,2020-01-16,8511
Transfer,Avastars,j1mmy,NA,NA,2020-01-01,8511
