age,workclass,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,owns_ethereum,donated
63,Self-emp-not-inc,4,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,15,FALSE,FALSE
49,Private,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,43,FALSE,TRUE
17,Local-gov,7,Never-married,Adm-clerical,Own-child,White,Female,0,0,12,TRUE,TRUE
33,Private,9,Never-married,Other-service,Not-in-family,White,Female,0,0,35,FALSE,FALSE
70,Self-emp-not-inc,9,Widowed,Other-service,Other-relative,White,Female,2329,0,20,FALSE,TRUE
19,Private,10,Never-married,Other-service,Own-child,White,Female,0,0,15,TRUE,TRUE
27,NA,9,Married-civ-spouse,NA,Wife,White,Female,0,0,40,FALSE,FALSE
61,Private,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,FALSE,TRUE
33,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,25,FALSE,FALSE
46,Self-emp-inc,13,Married-civ-spouse,Sales,Husband,White,Male,0,1902,42,FALSE,FALSE
29,Private,6,Separated,Farming-fishing,Unmarried,White,Female,0,0,40,FALSE,FALSE
40,Local-gov,10,Divorced,Transport-moving,Unmarried,White,Male,6849,0,40,FALSE,FALSE
43,State-gov,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,38,FALSE,FALSE
24,Private,9,Never-married,Sales,Not-in-family,White,Male,0,0,40,FALSE,FALSE
29,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,TRUE,FALSE
61,Self-emp-not-inc,9,Married-civ-spouse,Other-service,Wife,Black,Female,0,0,17,FALSE,TRUE
48,Private,7,Divorced,Other-service,Not-in-family,White,Female,0,0,34,FALSE,FALSE
19,Private,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,20,TRUE,TRUE
30,Private,10,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,40,FALSE,FALSE
24,Private,10,Never-married,Other-service,Not-in-family,White,Male,0,0,30,TRUE,TRUE
39,Local-gov,14,Never-married,Prof-specialty,Unmarried,White,Female,0,0,43,TRUE,TRUE
46,Self-emp-inc,10,Divorced,Exec-managerial,Unmarried,White,Female,2036,0,60,TRUE,FALSE
40,Private,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,72,FALSE,FALSE
27,Local-gov,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,40,TRUE,TRUE
25,Private,14,Never-married,Prof-specialty,Own-child,White,Female,0,0,40,TRUE,TRUE
31,Private,7,Never-married,Craft-repair,Not-in-family,White,Male,0,2001,40,TRUE,FALSE
58,Private,13,Divorced,Transport-moving,Not-in-family,White,Male,0,0,45,FALSE,TRUE
33,Private,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,42,FALSE,FALSE
40,Private,9,Widowed,Other-service,Unmarried,White,Female,0,0,25,TRUE,TRUE
40,Self-emp-inc,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,70,FALSE,FALSE
31,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,FALSE,FALSE
33,Private,9,Separated,Other-service,Unmarried,Asian-Pac-Islander,Female,0,0,48,FALSE,FALSE
49,Private,12,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,TRUE,TRUE
24,Private,11,Never-married,Tech-support,Own-child,White,Male,0,0,40,FALSE,FALSE
46,Private,9,Never-married,Craft-repair,Unmarried,White,Male,0,0,40,FALSE,TRUE
58,Local-gov,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,FALSE,FALSE
20,Private,10,Never-married,Sales,Own-child,White,Female,0,0,20,TRUE,TRUE
65,NA,9,Widowed,NA,Unmarried,White,Male,0,0,40,FALSE,TRUE
43,Private,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,FALSE,FALSE
48,Self-emp-not-inc,14,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0,0,50,TRUE,TRUE
41,Private,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,54,TRUE,FALSE
27,State-gov,10,Separated,Other-service,Not-in-family,White,Female,0,0,30,TRUE,TRUE
52,NA,10,Married-civ-spouse,NA,Husband,White,Male,0,0,12,FALSE,TRUE
26,Private,9,Never-married,Other-service,Other-relative,Asian-Pac-Islander,Male,0,0,60,TRUE,FALSE
52,Local-gov,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,FALSE,TRUE
52,Local-gov,10,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,38,FALSE,TRUE
19,Private,9,Never-married,Other-service,Own-child,Black,Male,0,0,30,TRUE,TRUE
39,Local-gov,10,Divorced,Prof-specialty,Own-child,White,Female,0,0,45,FALSE,FALSE
47,Private,10,Divorced,Other-service,Unmarried,White,Female,0,0,40,FALSE,TRUE
27,Private,9,Divorced,Craft-repair,Other-relative,Other,Male,0,0,40,FALSE,FALSE
48,Private,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,FALSE,TRUE
50,Private,9,Separated,Other-service,Unmarried,White,Female,0,0,35,FALSE,TRUE
60,Private,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,TRUE,FALSE
28,Private,12,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,45,FALSE,FALSE
47,Federal-gov,9,Divorced,Other-service,Unmarried,Black,Female,0,0,40,FALSE,TRUE
69,NA,13,Married-civ-spouse,NA,Husband,White,Male,0,0,20,FALSE,TRUE
40,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,66,TRUE,FALSE
37,Private,9,Never-married,Handlers-cleaners,Unmarried,White,Female,3887,0,40,FALSE,FALSE
41,State-gov,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,TRUE,TRUE
38,Private,9,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,0,0,48,FALSE,FALSE
46,Federal-gov,11,Separated,Tech-support,Not-in-family,Other,Female,0,0,30,FALSE,TRUE
21,Self-emp-not-inc,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,30,TRUE,TRUE
44,Private,14,Separated,Sales,Unmarried,White,Female,0,0,48,TRUE,TRUE
38,NA,6,Separated,NA,Own-child,White,Male,0,0,35,FALSE,FALSE
47,Self-emp-not-inc,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,35,FALSE,FALSE
42,Private,16,Married-spouse-absent,Other-service,Not-in-family,White,Male,27828,0,60,FALSE,FALSE
42,Local-gov,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,FALSE,FALSE
56,Private,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,45,FALSE,FALSE
32,Private,13,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,TRUE,TRUE
24,Private,13,Married-civ-spouse,Other-service,Husband,White,Male,0,0,33,TRUE,TRUE
26,Private,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,FALSE,FALSE
36,Self-emp-not-inc,13,Never-married,Sales,Not-in-family,Black,Female,2174,0,50,TRUE,TRUE
49,Private,7,Never-married,Other-service,Not-in-family,White,Male,0,0,60,TRUE,FALSE
65,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,FALSE,FALSE
73,State-gov,4,Divorced,Other-service,Not-in-family,Asian-Pac-Islander,Female,0,0,40,FALSE,FALSE
34,Private,7,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,FALSE,FALSE
22,Private,13,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,TRUE,TRUE
49,Local-gov,10,Never-married,Other-service,Unmarried,White,Female,0,0,30,FALSE,TRUE
25,Private,7,Never-married,Other-service,Unmarried,Black,Female,0,0,32,FALSE,FALSE
39,Private,5,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,25,FALSE,FALSE
19,Private,7,Never-married,Craft-repair,Not-in-family,White,Male,0,0,56,FALSE,FALSE
24,Private,6,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,40,FALSE,FALSE
34,Private,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,35,FALSE,FALSE
35,NA,9,Widowed,NA,Own-child,White,Female,0,0,38,FALSE,FALSE
21,Private,9,Never-married,Machine-op-inspct,Other-relative,White,Male,0,0,40,FALSE,FALSE
43,Private,14,Divorced,Other-service,Unmarried,White,Female,0,0,40,TRUE,TRUE
35,Federal-gov,13,Never-married,Tech-support,Not-in-family,Asian-Pac-Islander,Male,0,0,28,TRUE,TRUE
39,Private,10,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,40,FALSE,FALSE
48,NA,13,Married-civ-spouse,NA,Husband,White,Male,0,0,80,FALSE,FALSE
33,Self-emp-not-inc,12,Never-married,Other-service,Not-in-family,Black,Male,0,0,32,TRUE,TRUE
19,Private,10,Never-married,Other-service,Own-child,White,Female,0,0,26,TRUE,TRUE
17,Private,6,Never-married,Sales,Unmarried,White,Female,0,0,12,TRUE,TRUE
43,Self-emp-not-inc,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,FALSE,FALSE
62,Private,9,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,42,FALSE,TRUE
53,Local-gov,14,Divorced,Prof-specialty,Not-in-family,Black,Female,0,0,40,FALSE,FALSE
45,State-gov,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,FALSE,FALSE
47,Private,9,Divorced,Adm-clerical,Not-in-family,Black,Female,0,0,40,FALSE,TRUE
30,Private,10,Never-married,Other-service,Own-child,Black,Female,0,0,40,FALSE,FALSE
53,Private,9,Separated,Sales,Not-in-family,White,Female,0,0,33,FALSE,TRUE
24,Private,9,Separated,Machine-op-inspct,Own-child,Black,Female,0,0,40,FALSE,FALSE
41,Local-gov,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,FALSE,FALSE
58,Local-gov,3,Divorced,Other-service,Other-relative,Black,Female,0,0,40,FALSE,FALSE
27,Federal-gov,9,Divorced,Adm-clerical,Not-in-family,White,Male,4865,0,50,FALSE,FALSE
63,State-gov,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,38,FALSE,TRUE
50,Private,10,Divorced,Other-service,Own-child,White,Male,0,0,28,FALSE,TRUE
43,Local-gov,14,Never-married,Tech-support,Not-in-family,Black,Female,8614,0,47,FALSE,FALSE
29,Self-emp-inc,10,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,60,TRUE,FALSE
41,Private,10,Married-civ-spouse,Sales,Husband,White,Male,3942,0,40,FALSE,FALSE
55,Private,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,FALSE,TRUE
36,Private,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,45,FALSE,FALSE
23,Local-gov,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,FALSE,FALSE
22,Private,13,Never-married,Craft-repair,Not-in-family,White,Male,13550,0,55,FALSE,FALSE
58,Self-emp-not-inc,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,45,FALSE,TRUE
25,Private,7,Never-married,Adm-clerical,Own-child,Black,Female,0,0,40,FALSE,FALSE
40,Private,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,30,FALSE,FALSE
38,Private,11,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,39,TRUE,TRUE
37,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,FALSE,FALSE
19,Private,10,Never-married,Other-service,Own-child,White,Female,0,0,35,FALSE,FALSE
55,Private,6,Never-married,Other-service,Not-in-family,White,Male,0,0,29,FALSE,FALSE
55,Private,13,Married-civ-spouse,Sales,Husband,White,Male,15024,0,50,FALSE,FALSE
28,Private,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,45,TRUE,TRUE
53,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,FALSE,TRUE
32,NA,9,Married-civ-spouse,NA,Husband,White,Male,0,0,40,FALSE,FALSE
60,Private,10,Divorced,Prof-specialty,Unmarried,White,Male,3325,0,42,FALSE,TRUE
32,Private,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,38,FALSE,FALSE
34,Private,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,FALSE,FALSE
49,Private,10,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,45,FALSE,FALSE
21,Private,10,Never-married,Other-service,Other-relative,White,Female,0,0,30,TRUE,TRUE
24,State-gov,13,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,20,TRUE,TRUE
53,Private,11,Divorced,Adm-clerical,Not-in-family,Black,Female,2202,0,40,FALSE,TRUE
29,Private,11,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,FALSE,FALSE
34,Local-gov,13,Married-spouse-absent,Prof-specialty,Not-in-family,White,Female,0,0,40,TRUE,TRUE
52,NA,15,Married-spouse-absent,NA,Unmarried,Asian-Pac-Islander,Female,0,0,40,TRUE,TRUE
41,Private,3,Married-civ-spouse,Farming-fishing,Wife,White,Female,0,0,40,FALSE,FALSE
21,Private,9,Never-married,Other-service,Not-in-family,White,Female,0,0,40,FALSE,FALSE
43,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,35,FALSE,FALSE
31,Local-gov,9,Never-married,Protective-serv,Own-child,White,Male,0,0,40,FALSE,FALSE
38,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,2042,40,TRUE,FALSE
42,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,2415,60,FALSE,FALSE
62,Private,13,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,30,FALSE,TRUE
51,Private,4,Widowed,Machine-op-inspct,Not-in-family,Amer-Indian-Eskimo,Female,0,0,40,FALSE,FALSE
30,Private,9,Never-married,Sales,Unmarried,Black,Female,0,0,25,TRUE,TRUE
24,Private,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,TRUE,TRUE
36,Private,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,FALSE,FALSE
57,Private,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,FALSE,FALSE
46,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,FALSE,FALSE
33,Private,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,TRUE,TRUE
42,Private,10,Never-married,Sales,Not-in-family,White,Male,0,0,45,FALSE,FALSE
62,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,FALSE,TRUE
64,Self-emp-not-inc,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,20,FALSE,TRUE
18,Private,10,Never-married,Sales,Own-child,White,Female,0,0,25,TRUE,TRUE
43,Private,3,Married-spouse-absent,Farming-fishing,Unmarried,White,Male,0,0,35,FALSE,FALSE
62,Self-emp-not-inc,4,Widowed,Other-service,Not-in-family,White,Female,0,0,66,FALSE,FALSE
29,Private,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,TRUE,TRUE
43,Private,13,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,40,FALSE,FALSE
39,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,40,FALSE,FALSE
69,NA,13,Married-civ-spouse,NA,Husband,White,Male,0,0,40,FALSE,TRUE
34,Private,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,TRUE,TRUE
44,Private,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,4386,0,45,FALSE,FALSE
25,Private,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,30,TRUE,TRUE
47,Local-gov,10,Divorced,Transport-moving,Unmarried,White,Male,0,0,40,FALSE,TRUE
17,Private,6,Never-married,Other-service,Own-child,White,Male,0,0,8,TRUE,TRUE
41,Local-gov,13,Divorced,Prof-specialty,Unmarried,White,Male,0,0,65,TRUE,FALSE
19,Private,10,Never-married,Sales,Own-child,White,Male,0,0,20,TRUE,TRUE
57,Private,2,Married-civ-spouse,Other-service,Husband,Other,Male,0,0,40,FALSE,FALSE
25,Private,9,Never-married,Adm-clerical,Unmarried,Black,Male,0,0,35,FALSE,FALSE
37,Local-gov,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,FALSE,FALSE
29,Private,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,FALSE,FALSE
32,Private,10,Never-married,Sales,Own-child,White,Male,0,0,35,FALSE,FALSE
35,Private,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,FALSE,FALSE
52,Private,8,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,FALSE,TRUE
41,Private,9,Never-married,Machine-op-inspct,Own-child,White,Female,1831,0,40,FALSE,FALSE
29,Private,9,Married-spouse-absent,Machine-op-inspct,Not-in-family,White,Female,0,0,38,FALSE,FALSE
23,Private,14,Never-married,Prof-specialty,Own-child,White,Female,0,0,36,TRUE,TRUE
31,Private,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,FALSE,FALSE
40,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,FALSE,FALSE
19,Private,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,20,TRUE,TRUE
21,Private,10,Never-married,Transport-moving,Own-child,White,Male,0,0,10,TRUE,TRUE
37,State-gov,13,Never-married,Adm-clerical,Not-in-family,White,Female,8614,0,40,FALSE,FALSE
49,Self-emp-not-inc,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,35,FALSE,FALSE
64,Local-gov,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,35,FALSE,TRUE
37,Local-gov,11,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,43,TRUE,TRUE
70,Self-emp-not-inc,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2377,12,FALSE,FALSE
22,Private,6,Never-married,Transport-moving,Own-child,Asian-Pac-Islander,Male,0,0,30,TRUE,TRUE
29,Self-emp-inc,9,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0,0,40,FALSE,FALSE
37,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,FALSE,FALSE
29,Private,13,Never-married,Tech-support,Not-in-family,White,Male,0,0,40,TRUE,TRUE
38,Private,7,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,65,TRUE,FALSE
27,Private,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,50,FALSE,FALSE
58,State-gov,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,35,FALSE,FALSE
60,Local-gov,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,35,FALSE,TRUE
20,Private,10,Never-married,Sales,Not-in-family,White,Male,0,0,25,TRUE,TRUE
51,Private,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,FALSE,FALSE
37,Private,5,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,65,TRUE,FALSE
22,State-gov,8,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,50,FALSE,FALSE
56,Self-emp-not-inc,6,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,FALSE,FALSE
26,Private,13,Married-civ-spouse,Sales,Wife,White,Female,5178,0,42,FALSE,FALSE
19,Private,10,Separated,Sales,Unmarried,White,Female,0,0,25,TRUE,TRUE
37,Private,11,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,30,FALSE,FALSE
27,Private,10,Never-married,Tech-support,Not-in-family,White,Female,0,0,40,FALSE,FALSE
27,Private,9,Never-married,Sales,Own-child,Amer-Indian-Eskimo,Male,0,0,20,TRUE,TRUE
52,Self-emp-not-inc,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,FALSE,TRUE
45,Private,9,Separated,Machine-op-inspct,Unmarried,Black,Female,0,0,40,FALSE,TRUE
28,Private,10,Never-married,Craft-repair,Own-child,Amer-Indian-Eskimo,Male,0,0,40,FALSE,FALSE
20,Private,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,FALSE,FALSE
28,Private,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,50,TRUE,TRUE
44,Private,11,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,40,TRUE,TRUE
30,Private,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,TRUE,TRUE
26,State-gov,12,Never-married,Adm-clerical,Own-child,Black,Female,0,0,8,TRUE,TRUE
55,NA,14,Married-civ-spouse,NA,Husband,White,Male,0,0,18,FALSE,TRUE
46,Private,9,Never-married,Sales,Not-in-family,White,Female,0,0,40,FALSE,TRUE
51,Private,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,TRUE,TRUE
25,Local-gov,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,TRUE,TRUE
43,Local-gov,9,Separated,Other-service,Not-in-family,White,Male,0,0,40,FALSE,FALSE
19,NA,9,Never-married,NA,Own-child,White,Female,0,0,28,TRUE,TRUE
36,Private,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,FALSE,FALSE
36,Private,10,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,FALSE,FALSE
48,Private,13,Never-married,Other-service,Unmarried,Asian-Pac-Islander,Female,0,0,40,TRUE,TRUE
30,NA,7,Never-married,NA,Unmarried,White,Male,0,0,40,FALSE,FALSE
24,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,44,FALSE,FALSE
30,Private,9,Divorced,Other-service,Unmarried,White,Female,0,0,36,FALSE,FALSE
24,Private,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,7688,0,45,FALSE,FALSE
62,Private,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,FALSE,TRUE
41,Self-emp-not-inc,9,Divorced,Transport-moving,Not-in-family,White,Male,0,1590,40,TRUE,FALSE
49,Self-emp-not-inc,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,85,FALSE,FALSE
36,Self-emp-not-inc,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,FALSE,FALSE
47,Local-gov,14,Divorced,Prof-specialty,Unmarried,White,Female,5455,0,45,TRUE,TRUE
49,State-gov,14,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,TRUE,TRUE
52,Private,10,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,FALSE,TRUE
52,Private,12,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,FALSE,FALSE
26,Private,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,53,FALSE,FALSE
51,State-gov,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,40,FALSE,TRUE
18,Private,6,Never-married,Other-service,Own-child,White,Male,0,0,20,TRUE,TRUE
30,Private,9,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,40,FALSE,FALSE
46,Private,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,20,FALSE,TRUE
28,Private,9,Never-married,Handlers-cleaners,Own-child,Black,Female,0,0,40,FALSE,FALSE
48,Self-emp-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,50,FALSE,FALSE
62,Private,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,38,FALSE,FALSE
49,Private,13,Married-civ-spouse,Sales,Husband,White,Male,4064,0,44,TRUE,TRUE
69,Private,9,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,24,FALSE,TRUE
35,Private,13,Never-married,Exec-managerial,Not-in-family,White,Male,8614,0,45,FALSE,FALSE
78,Private,14,Widowed,Craft-repair,Unmarried,Asian-Pac-Islander,Male,0,0,40,FALSE,TRUE
61,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,FALSE,FALSE
24,Private,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,TRUE,TRUE
29,Private,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,FALSE,FALSE
36,Self-emp-not-inc,13,Married-civ-spouse,Sales,Husband,Other,Male,0,0,45,TRUE,TRUE
17,Private,6,Never-married,Farming-fishing,Own-child,White,Male,0,0,40,FALSE,FALSE
27,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,80,FALSE,FALSE
64,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,FALSE,TRUE
33,Self-emp-not-inc,9,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,55,TRUE,FALSE
32,Private,8,Married-civ-spouse,Craft-repair,Other-relative,White,Male,0,0,40,FALSE,FALSE
19,Private,10,Never-married,Other-service,Own-child,White,Female,0,0,20,TRUE,TRUE
42,State-gov,7,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,FALSE,FALSE
24,Private,13,Never-married,Sales,Own-child,White,Female,0,0,15,TRUE,TRUE
23,Private,9,Never-married,Exec-managerial,Not-in-family,Black,Male,0,0,45,FALSE,FALSE
51,Local-gov,15,Never-married,Prof-specialty,Not-in-family,White,Male,3325,0,40,TRUE,TRUE
31,Private,13,Never-married,Tech-support,Not-in-family,White,Male,3325,0,60,TRUE,FALSE
44,Private,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,29,FALSE,FALSE
38,Private,14,Never-married,Exec-managerial,Not-in-family,White,Female,10520,0,50,FALSE,FALSE
44,Local-gov,12,Divorced,Protective-serv,Not-in-family,White,Female,0,0,56,FALSE,FALSE
44,Self-emp-not-inc,3,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,FALSE,FALSE
38,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,44,FALSE,FALSE
36,Private,5,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,FALSE,FALSE
29,Private,2,Never-married,Other-service,Not-in-family,White,Male,0,0,20,FALSE,FALSE
46,Private,12,Divorced,Sales,Not-in-family,White,Female,0,0,25,FALSE,TRUE
47,Private,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,FALSE,TRUE
30,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,99999,0,40,FALSE,FALSE
37,Local-gov,9,Married-civ-spouse,Protective-serv,Husband,White,Male,7688,0,35,FALSE,FALSE
27,Private,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,45,TRUE,TRUE
43,Private,9,Divorced,Machine-op-inspct,Unmarried,White,Female,0,0,50,FALSE,FALSE
44,Self-emp-not-inc,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,FALSE,FALSE
31,Private,10,Never-married,Exec-managerial,Unmarried,White,Male,0,0,60,TRUE,FALSE
34,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,45,FALSE,FALSE
39,Private,13,Never-married,Sales,Own-child,White,Male,0,1092,40,TRUE,FALSE
36,Private,10,Divorced,Craft-repair,Unmarried,White,Female,0,0,40,FALSE,FALSE
57,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,3103,0,40,FALSE,FALSE
78,Private,4,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,35,FALSE,FALSE
24,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,FALSE,FALSE
39,Private,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,FALSE,FALSE
21,Private,12,Never-married,Sales,Own-child,White,Male,0,0,40,TRUE,TRUE
34,Private,9,Separated,Adm-clerical,Not-in-family,White,Male,0,0,40,FALSE,FALSE
22,Private,10,Never-married,Sales,Unmarried,White,Female,0,0,32,FALSE,FALSE
36,Private,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,FALSE,FALSE
